,text,hour,day,month,dayofweek,hashtags,hashtag_counts,user_counts,url_counts
22,": Here's the link for the complete article.
",23,10,9,3,[],0,1,1
23,"Coronavirus: France sets daily record with almost 10,000 new cases - BBC News ",23,10,9,3,[],0,0,1
24,": As students return, the deaths of at least six teachers from covid-19 renew pandemic fears ",23,10,9,3,[],0,1,1
25,":  Post COVID 19 they are a must, all the private ones are closed. ",23,10,9,3,[],0,2,1
26,: 🤷🏻‍♂️ Church Leader Who Blamed Coronavirus on Gay Marriage Contracts COVID-19 ,23,10,9,3,[],0,1,1
27,"Convention Centers, Theaters Become State Courtrooms in Coronavirus Era law 
",23,10,9,3,['#law'],1,0,1
28,: Coronavirus pandemic disproportionately impacted Ontario's immigrant and refugee communities …,23,10,9,3,['#…'],1,1,1
29,": The confirmed global coronavirus death toll is now topping 900,000.  with the alarming projection on when fatalities c…",23,10,9,3,[],0,2,0
30,": The confirmed global coronavirus death toll is now topping 900,000.  with the alarming projection on when fatalities c…",23,10,9,3,[],0,2,0
31,"The confirmed global coronavirus death toll is now topping 900,000.  with the alarming projection on when fa… ",23,10,9,3,[],0,1,1
32,": What Do Countries With The Best Coronavirus Responses Have In Common? Women Leaders

via _Witten…",23,10,9,3,[],0,2,1
33,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",23,10,9,3,[],0,1,0
34,   I’m surprised that this article didn’t talk about the impact of coronavir… ,23,10,9,3,[],0,3,1
35," When the US coronavirus numbers are down to where the Canadian number are, no matter how long that takes.",22,10,9,3,[],0,1,0
36,Taoist priest honours China’s coronavirus dead with memorial tablets | The Wider Image | Reuters ,22,10,9,3,[],0,0,1
37,"🤦‍♂️

Ontario won't reduce limit on private gatherings as 170 new COVID-19 cases reported | CBC News… ",22,10,9,3,['#Ontario'],1,0,1
38,: Back to school: Spotting signs of anxiety and how to cope ,22,10,9,3,[],0,3,1
39,: Back to school looks a little different this year. Make sure your kids are comfortable by teaching them how to properly p…,22,10,9,3,[],0,1,0
40,: Police and city officials in Kingston say they’ve had to close a popular pier and beach due to crowding and issue a number of…,22,10,9,3,[],0,1,0
41,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",22,10,9,3,[],0,1,0
42,: WATCH LIVE: Ontario public health officials provide coronavirus update ,22,10,9,3,[],0,1,2
43,": As students return, the deaths of at least six teachers from covid-19 renew pandemic fears ",22,10,9,3,[],0,1,1
44,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",22,10,9,3,[],0,1,0
45,": While a necessary evil, distressed funds and liquidation businesses likely have a few great quarters ahead unfortunately. 

UP…",22,10,9,3,[],0,1,0
46,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",22,10,9,3,[],0,1,0
47,"It's ok, all of our classes have 27 students and less than a meter of distance. Time to open up more...

Ontario wo… ",22,10,9,3,[],0,0,1
48,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",22,10,9,3,[],0,1,0
49,_chakshu:  “This is a unique situation where we as a company simply cannot take the risk if in ... four years the va…,22,10,9,3,[],0,2,0
50,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",22,10,9,3,[],0,1,0
51,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",22,10,9,3,[],0,1,0
52,"As students return, the deaths of at least six teachers from covid-19 renew pandemic fears ",22,10,9,3,[],0,0,1
53,In Pictures: Remembering China's coronavirus dead   ,22,10,9,3,[],0,1,1
54,How the World Bank Group is helping countries with COVID-19 (coronavirus) ,22,10,9,3,[],0,1,1
55,": Carl Bernstein said new reporting that shows President Trump knew the coronavirus was deadly and that he ""always wanted t…",22,10,9,3,[],0,1,0
56,": Legal 89-person party leads to calls for stricter COVID-19 gathering size limits.

 coronavirus COVID19

ht…",22,10,9,3,"['#coronavirus', '#COVID19']",2,2,0
57,"Legal 89-person party leads to calls for stricter COVID-19 gathering size limits.

 coronavirus… ",22,10,9,3,['#coronavirus…'],1,1,1
58,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",22,10,9,3,[],0,1,0
59,"Dead TO     ON     CDA

9/10 1176 5901 23414

CdnPoli ONpoli TOpoli CanLab CdnLab ONlab UnionWorker… ",22,10,9,3,"['#CdnPoli', '#ONpoli', '#TOpoli', '#CanLab', '#CdnLab', '#ONlab', '#UnionWorker…']",7,0,1
60,9/10/20: Target date for 0 new cases in Ontario is now beyond the 60-day forecast window (out from 10/31/20).  Here… ,22,10,9,3,[],0,0,1
61,,22,10,9,3,[],0,0,1
62,1 _UN That poor savior of Palestinians made sure that Blue states do not get ventilators jus… ,22,10,9,3,[],0,2,1
63,Coronavirus Outbreak: Daily Updates ,22,10,9,3,[],0,1,1
64,Analysis | Timeline: The 109 times Trump has downplayed the coronavirus threat ,22,10,9,3,[],0,0,1
65,"China Confirms Russian Medicine Effective As COVID19 Treatment: 
",22,10,9,3,"['#China', '#COVID19']",2,1,2
66, “Up to 90% of people testing COVID-19 positive carried barely any virus” b/c PCR tests too sensitive… ,22,10,9,3,[],0,1,1
67, “Up to 90% of people testing COVID-19 positive carried barely any virus” b/c PCR tests too sensitive… ,22,10,9,3,[],0,1,1
68,"If only ""homicidal negligence"" was a cause of action you could bring against incompetent politicians. TrumpKnew

",22,10,9,3,['#TrumpKnew'],1,0,1
69, “Up to 90% of people testing COVID-19 positive carried barely any virus” b/c PCR tests too sensitive &amp;… ,22,10,9,3,[],0,1,1
70,"Scott Keyes is used to fielding questions about the best cheap flights around the world, but the queries he's getti… ",22,10,9,3,[],0,0,1
71,": Life on the COVID19 Beat

Three star science writers discuss how pandemic journalism has changed, what they’ve learned so far…",22,10,9,3,['#COVID19'],1,1,0
72," just confirmed that he has no sense. He said ""I had no sense"" that Trump played down the Coronavirus crisis.",22,10,9,3,[],0,1,0
73,: President Biden couldn't handle the riots and President Woodward couldn't handle the coronavirus pandemic KICK THEM BOTH…,22,10,9,3,[],0,1,0
74,  The whole article was about how bad coronavirus is... so your point makes no sense.,22,10,9,3,[],0,2,0
75, We are at the point where Americans hope wish and pray that the Trump family come down with the fl… ,22,10,9,3,[],0,1,1
76,"The coronavirus pandemic has put many things on hold, but real estate continues to chug along. Sales and listings p… ",22,10,9,3,[],0,0,1
77,: Selena Gomez Learnt This About Herself While Being in LOCKDOWN! ,22,10,9,3,"['#Coronavirus', '#Lockdown', '#Selena…']",3,1,1
78,"The NFL will use Microsoft Teams to bring fans into stadiums virtually for this season.

",21,10,9,3,"['#NFL', '#Teams']",2,0,1
79,The Coronavirus loves cold and wet weather and fall and winter are coming.,21,10,9,3,[],0,0,0
80,_FCJC: The UK is moving to legalize video-witnessed wills that take place over Skype or Zoom. The reforms will come into force on S…,21,10,9,3,[],0,1,0
81,"⬇️ Ontario COVID19 HOSPITALIZATIONS down by one to 54 today.

coronavirus pandemic ",21,10,9,3,"['#Ontario', '#COVID19', '#coronavirus', '#pandemic']",4,0,1
82,: President Biden couldn't handle the riots and President Woodward couldn't handle the coronavirus pandemic KICK THEM BOTH…,21,10,9,3,[],0,1,0
83,": To get tested for COVID-19, book an appointment to decrease wait times &amp; to protect patients and staff. Book your appoi…",21,10,9,3,[],0,1,0
84,: President Biden couldn't handle the riots and President Woodward couldn't handle the coronavirus pandemic KICK THEM BOTH…,21,10,9,3,[],0,1,0
85,": A report by ,  &amp;  showing the widespread and serious financial impacts (including depleted savings…",21,10,9,3,[],0,4,0
86,: President Biden couldn't handle the riots and President Woodward couldn't handle the coronavirus pandemic KICK THEM BOTH…,21,10,9,3,[],0,1,0
87,14 new cases announced today. YorkRegion coronavirus COVID19 ,21,10,9,3,"['#YorkRegion', '#coronavirus', '#COVID19']",3,0,1
88,President Biden couldn't handle the riots and President Woodward couldn't handle the coronavirus pandemic KICK THEM… ,21,10,9,3,[],0,0,1
89,Timeline: How Donald Trump responded to the coronavirus pandemic ,21,10,9,3,[],0,0,1
90,"Was it unethical for Bob Woodward to withhold Trump’s coronavirus interviews for months?
",21,10,9,3,[],0,0,1
91,It’s particularly disappointing to see Premier Doug Ford and some local authorities getting into a war of words ove… ,21,10,9,3,[],0,0,1
92,95735 test positive for COVID19 coronavirus in India ,21,10,9,3,"['#COVID19', '#coronavirus', '#India']",3,0,1
93,"Because it is. 
",21,10,9,3,[],0,0,1
94,": Remember: you need to make an appointment for a COVID-19 test, either through your family doctor or by calling Hamilton Publ…",21,10,9,3,[],0,1,0
95,: Severe COVID-19 riskier than heart attack for young adults; antibiotic shows no benefit - Reuters ,21,10,9,3,[],0,1,1
96,": While a necessary evil, distressed funds and liquidation businesses likely have a few great quarters ahead unfortunately. 

UP…",21,10,9,3,[],0,1,0
97,"_sipher ""We've always been at war with Coronavirus!""",21,10,9,3,[],0,1,0
98,"A 28-year-old elementary teacher dies three days after coronavirus diagnosis in South Carolina
",21,10,9,3,[],0,0,1
99,"4: Out of everything going on in the world right now— the coronavirus, trump scandals, tell-all books, unhinged tweets, rall…",21,10,9,3,[],0,1,0
100,"  “Similar to adults, children with obesity, diabetes, asthma and chronic lung disease, sickle… ",21,10,9,3,[],0,2,1
101,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",21,10,9,3,[],0,1,0
102,": Wondering if GO buses are still running from the UC? Or which dining options are available on campus? 🚌🥘

Visit the ""Services"" se…",21,10,9,3,[],0,1,0
103,": Wondering if GO buses are still running from the UC? Or which dining options are available on campus? 🚌🥘

Visit the ""Services"" se…",21,10,9,3,[],0,1,0
104,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",21,10,9,3,[],0,1,0
105,"Here is today's (Sept 10) coronavirus update for Oakville. 
OakvilleNews Health 
",21,10,9,3,"['#coronavirus', '#Oakville.', '#OakvilleNews', '#Health']",4,0,1
106,": Wondering if GO buses are still running from the UC? Or which dining options are available on campus? 🚌🥘

Visit the ""Services"" se…",21,10,9,3,[],0,1,0
107, What are the yellow blobs supposed to be? Coronavirus that only go to weddings but not to Walmart Hom… ,21,10,9,3,[],0,1,1
108,": Remember: you need to make an appointment for a COVID-19 test, either through your family doctor or by calling Hamilton Publ…",21,10,9,3,[],0,1,0
109,    Here is Nz's locations of interest website:… ,21,10,9,3,[],0,4,1
110,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",21,10,9,3,[],0,1,0
111,Hamilton man charged for allegedly assaulting coronavirus centre staff ,21,10,9,3,['#coronavirus'],1,0,2
112, Well that’s good to know so why is UW not doing live synchronous approach? Unreliable internet in rural C… ,21,10,9,3,[],0,1,1
113,": Remember: you need to make an appointment for a COVID-19 test, either through your family doctor or by calling Hamilton Publ…",20,10,9,3,[],0,1,0
114,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",20,10,9,3,[],0,1,0
115,": Wondering if GO buses are still running from the UC? Or which dining options are available on campus? 🚌🥘

Visit the ""Services"" se…",20,10,9,3,[],0,1,0
116,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",20,10,9,3,[],0,1,0
117,"4: Out of everything going on in the world right now— the coronavirus, trump scandals, tell-all books, unhinged tweets, rall…",20,10,9,3,[],0,1,0
118,"How many cases of coronavirus are there in Toronto?:

",20,10,9,3,[],0,0,2
119,Netflix’s Reed Hastings sees nothing positive about remote work and is eager to have staff back in the office once… ,20,10,9,3,[],0,0,1
120,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",20,10,9,3,[],0,1,0
121,": Hillary isn’t going to prison. There is no ObamaGate. There is no border wall. There is no migrant, terrorist caravan. Be…",20,10,9,3,[],0,1,0
122,"Wondering if GO buses are still running from the UC? Or which dining options are available on campus? 🚌🥘

Visit the… ",20,10,9,3,[],0,0,1
123,": “Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressively n…",20,10,9,3,[],0,1,0
124,"While a necessary evil, distressed funds and liquidation businesses likely have a few great quarters ahead unfortun… ",20,10,9,3,[],0,0,1
125,_rocks_: There are so many health issues that people who had Coronavirus are going to face in the future. Healthcare has to be the…,20,10,9,3,[],0,1,0
126,   2   Except President Trump was d… ,20,10,9,3,[],0,6,1
127,"4: Out of everything going on in the world right now— the coronavirus, trump scandals, tell-all books, unhinged tweets, rall…",20,10,9,3,[],0,1,0
128,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",20,10,9,3,[],0,1,0
129,"Out of everything going on in the world right now— the coronavirus, trump scandals, tell-all books, unhinged tweets… ",20,10,9,3,[],0,0,1
130,"The Scott Thompson Show Podcast - Returning to class puts grandparents at risk, WE charity closes its Canadian arm… ",20,10,9,3,[],0,0,1
131,"i love my health program, but fuck i can’t stand only learning about CORONAVIRUS 24/7",20,10,9,3,[],0,0,0
132,Selena Gomez Learnt This About Herself While Being in LOCKDOWN! ,20,10,9,3,"['#Coronavirus', '#Lockdown…']",2,0,2
133,Selena Gomez Learnt This About Herself While Being in LOCKDOWN! ,20,10,9,3,"['#Coronavirus', '#Lockdown…']",2,0,2
134,"UN Sec-Gen Now Says Covid Has Exposed The Patriarchy 4 Damaging Everyone fr Women to Young Boys &amp; Girls! 
What chan… ",20,10,9,3,[],0,0,1
135,"  21179    _gc ""You can look up the data… ",20,10,9,3,[],0,7,1
136,Timeline: Trump's Coronavirus Response | NowThis ,20,10,9,3,[],0,1,2
137,: The AstraZeneca (Oxford) vaccine trial is now on hold as they investigate a case of transverse myelitis - a spinal conditi…,20,10,9,3,[],0,1,0
138,_FCJC: The UK is moving to legalize video-witnessed wills that take place over Skype or Zoom. The reforms will come into force on S…,20,10,9,3,[],0,1,0
139,"Coronavirus daily deaths reported on Wednesday:

US: 1,136
France: 30
Italy: 14
Spain: 34 ",20,10,9,3,[],0,0,1
140,: Ford accuses Ottawa of failing to enforce quarantine orders in Ontario cdnpoli ,20,10,9,3,['#cdnpoli'],1,1,2
141,":  Post COVID 19 they are a must, all the private ones are closed. ",20,10,9,3,[],0,2,1
142,The UK is moving to legalize video-witnessed wills that take place over Skype or Zoom. The reforms will come into f… ,20,10,9,3,[],0,0,1
143,"Always a good read, .  ",20,10,9,3,[],0,1,1
144,How the coronavirus pandemic helped convince grocery chains to experiment with new tech  ,20,10,9,3,[],0,0,1
145,_AvisFavaro: Early data shows Canadian children experience milder COVID19 symptoms: study  ,20,10,9,3,['#COVID19'],1,3,1
146, “Up to 90% of people testing COVID-19 positive carried barely any virus” b/c PCR tests too sensitive &amp; “de… ,20,10,9,3,[],0,1,1
147,Early data shows Canadian children experience milder COVID19 symptoms: study  ,20,10,9,3,['#COVID19'],1,2,1
148,The COVID19 pandemic might change the way we work forever. According to  these are the 8 skills that… ,20,10,9,3,"['#COVID19', '#pandemic', '#work']",3,1,1
149," Post COVID 19 they are a must, all the private ones are closed. ",20,10,9,3,[],0,1,1
150,"2020Shield: We offer Premium Cast-Acrylic Shields suitable for office settings. Perfect for Reception Desks, Workstations, Lunchro…",20,10,9,3,[],0,1,0
151,"We offer Premium Cast-Acrylic Shields suitable for office settings. Perfect for Reception Desks, Workstations, Lunc… ",20,10,9,3,[],0,0,1
152,": Covid-19: How to travel safely on the bus, train and subway ",20,10,9,3,"['#travel', '#Covid-19', '#c…']",3,2,1
153, Rhetorical question supposedly many Republicans in the Senate had stocks related to the Coronaviru… ,20,10,9,3,[],0,1,1
154,": Manitoba adds 15 new coronavirus cases, consistent with province's 5-day average. Nationally, there have been 134,666 cases…",20,10,9,3,[],0,1,0
155,What do you think is going on in people's minds when walking around outside with masks on? (Besides 'where can I li… ,20,10,9,3,[],0,0,1
156,": A report by ,  &amp;  showing the widespread and serious financial impacts (including depleted savings…",20,10,9,3,[],0,4,0
157,: Do you think a limit of 100 people at social gatherings during the COVID19 pandemic is too high? Both Mayor …,20,10,9,3,['#COVID19'],1,2,0
158,: Back to school: Spotting signs of anxiety and how to cope ,20,10,9,3,[],0,3,1
159,"A report by ,  &amp;  showing the widespread and serious financial impacts (including depleted… ",20,10,9,3,[],0,3,1
160,:  And to actively undermine public health measures.  Remember his armed vigilantes in Michigan who tried to int…,20,10,9,3,[],0,2,0
161,"“Make no mistake, suppliers are reserving manufacturing capacity to supply doses to Canada based on those aggressiv… ",20,10,9,3,[],0,0,1
162,6  He’s said coronavirus will be the political death of Boris. Announcements like above… ,20,10,9,3,[],0,2,1
163,": Diet, exercise and sleep nourish your immune system -- all three more important than usual during coronavirus, immunity…",20,10,9,3,"['#coronavirus,']",1,1,0
164,"Covid-19: How to travel safely on the bus, train and subway ",20,10,9,3,"['#travel', '#Covid…']",2,1,2
165,: Back to school: Spotting signs of anxiety and how to cope ,20,10,9,3,[],0,3,1
166,Local Red Hatters bring splash of colour to Schomberg (13 photos) ,20,10,9,3,[],0,0,2
167,"Trump's historic dereliction of duty laid bare
",20,10,9,3,[],0,0,1
168,": Carl Bernstein said new reporting that shows President Trump knew the coronavirus was deadly and that he ""always wanted t…",20,10,9,3,[],0,1,0
169,: Premier Doug Ford says he would prefer parents not take their children trick or treating this Halloween as the province s…,20,10,9,3,[],0,1,0
170,Premier Doug Ford says he would prefer parents not take their children trick or treating this Halloween as the prov… ,20,10,9,3,[],0,0,1
171,How will latest offerings from AirTravel security group help travellers in and out of Mumbai stay safe during… ,20,10,9,3,"['#AirTravel', '#Mumbai']",2,0,1
172,69: Alberta launches online COVID-19 map to track cases in schools ,19,10,9,3,[],0,1,1
173,": BREAKING: Ontario is reporting 170 new coronavirus cases on Thursday and one more death.
",19,10,9,3,['#BREAKING:'],1,1,1
174,: Health data collected during the coronavirus pandemic needs to be managed responsibly ,19,10,9,3,[],0,2,1
175, Bob Woodward didn't head up the coronavirus task force giving daily briefings,19,10,9,3,[],0,1,0
176,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",19,10,9,3,[],0,1,0
177,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",19,10,9,3,[],0,1,0
178,37720720  “Up to 90% of people testing COVID-19 positive carried barely any virus” b/c PCR… ,19,10,9,3,[],0,2,1
179,Pandemic challenges in South Africa. The coronavirus isn’t the only health risk. ,19,10,9,3,"['#Pandemic', '#coronavirus']",2,0,1
180,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",19,10,9,3,[],0,1,0
181,_rocks_: There are so many health issues that people who had Coronavirus are going to face in the future. Healthcare has to be the…,19,10,9,3,[],0,1,0
182,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",19,10,9,3,[],0,1,0
183,": Manitoba adds 15 new coronavirus cases, consistent with province's 5-day average. Nationally, there have been 134,666 cases…",19,10,9,3,[],0,1,0
184,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",19,10,9,3,[],0,1,0
185,": Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its top doctor…",19,10,9,3,[],0,1,0
186,": When we are cut off from others, our brains interpret it as a mortal threat. Feeling lonely or isolated is as much a biolog…",19,10,9,3,[],0,1,0
187,Alberta launches online COVID-19 map to track cases in schools ,19,10,9,3,[],0,0,1
188,United States President Donald Trump said on Thursday there will be no further shutdowns in the country over the co… ,19,10,9,3,[],0,0,1
189,"Private social gatherings have been leading the way when it comes to new COVID-19 cases in parts of Ontario, its to… ",19,10,9,3,[],0,0,1
190,": Diet, exercise and sleep nourish your immune system -- all three more important than usual during coronavirus, immunity…",19,10,9,3,"['#coronavirus,']",1,1,0
191,Liberals are literally the worst at applying logic and morals evenly across the board. That’s why they hate hypothe… ,19,10,9,3,[],0,0,1
192,"Life on the COVID19 Beat

Three star science writers discuss how pandemic journalism has changed, what they’ve lea… ",19,10,9,3,['#COVID19'],1,0,1
193,Going alone isn't just a bad idea - it's an impossibility for any business that hopes to last long. For those that… ,19,10,9,3,[],0,0,1
194,":  You consciously downplayed the coronavirus in February 2020, not to scare the American public? Therefore no…",19,10,9,3,[],0,2,0
195,": BREAKING: Senate Republicans, acting in bad faith, slashed any actual help for Americans from the proposed coronavirus rescu…",19,10,9,3,[],0,1,0
196,"FDA chief says he has ""no intention"" of overruling career staff on coronavirus vaccine decision! COVID19… ",19,10,9,3,['#COVID19…'],1,0,1
197,  24 The coronavirus is real. Santa is not.,19,10,9,3,[],0,3,0
198,Trial underway to determine whether dogs can 'sniff out' Covid-19 - CNN ,19,10,9,3,[],0,0,2
199,Health data collected during the coronavirus pandemic needs to be managed responsibly ,19,10,9,3,[],0,1,1
200,"_CAN: Personal protective equipment is one of the 5 key items that can be helpful in limiting the spread of coronavirus.

Proper d…",19,10,9,3,['#coronavirus.'],1,1,0
201,Hey  if TorontoRaptors rode the  and caught corona virus and couldn’t play because they aren’t e… ,19,10,9,3,['#TorontoRaptors'],1,2,1
202,6 During a 14-day quarantine one must practise physical distancing at all times. For more information… ,19,10,9,3,[],0,1,1
203,"COVID-19 is scary. Wear masks. Keep distance. Stay home. Save your brain.
",19,10,9,3,[],0,0,1
204,Hey  I’d love to cheer for you but I’d really like  focus on the increasing seriousness of the pan… ,19,10,9,3,[],0,2,1
205,": Remember: you need to make an appointment for a COVID-19 test, either through your family doctor or by calling Hamilton Publ…",19,10,9,3,[],0,1,0
206,The U.S. will no longer require travelers coming from certain countries to be funneled through 15 major airports to… ,19,10,9,3,[],0,0,1
207,An exciting and important initiative from ⁦⁩ loveourclients travel  ,19,10,9,3,"['#loveourclients', '#travel']",2,0,1
208,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",19,10,9,3,[],0,1,0
209,": As of Monday, September 14, 2020, the suspension order will be lifted and all limitation periods and other procedural ti…",19,10,9,3,[],0,1,0
210," NEWS OUT
Kontrol's COVID-19 Technology Receives Positive Lab Results for Live COVID-19 Testing… ",19,10,9,3,[],0,1,1
211,Lindsey Graham aka Lady G takes the fall for Dumbshit Trump's disastrous Woodward interviews ,19,10,9,3,[],0,0,1
212,_rocks_: There are so many health issues that people who had Coronavirus are going to face in the future. Healthcare has to be the…,19,10,9,3,[],0,1,0
213,Colleges in all 50 states report coronavirus cases as clusters linked to social gatherings grow ,19,10,9,3,[],0,0,1
214,"_AvisFavaro: About half of the COVID-19 survivors from Bergamo, one of Italy's coronavirus epicenters, haven't recovered six months…",19,10,9,3,[],0,1,0
215,How the US’s Covid-19 death toll compares to other rich countries 💀 ,19,10,9,3,[],0,0,1
216,": Diet, exercise and sleep nourish your immune system -- all three more important than usual during coronavirus, immunity…",19,10,9,3,"['#coronavirus,']",1,1,0
217,"As of Monday, September 14, 2020, the suspension order will be lifted and all limitation periods and other procedur… ",19,10,9,3,[],0,0,1
218,"Several months into the coronavirus crisis, millions of people are still suffering from the economic fallout. Young… ",19,10,9,3,[],0,0,1
219,"Remember: you need to make an appointment for a COVID-19 test, either through your family doctor or by calling Hami… ",19,10,9,3,[],0,0,1
220,: Premier Doug Ford says he would prefer parents not take their children trick or treating this Halloween as the province s…,19,10,9,3,[],0,1,0
221,": Diet, exercise and sleep nourish your immune system -- all three more important than usual during coronavirus, immunity…",19,10,9,3,"['#coronavirus,']",1,1,0
222,"BREAKING: Senate Republicans, acting in bad faith, slashed any actual help for Americans from the proposed coronavi… ",19,10,9,3,[],0,0,1
223,"Dumbshit Trump tries, fails to justify his deliberate coronavirus deceptions ",19,10,9,3,[],0,0,1
224,": Diet, exercise and sleep nourish your immune system -- all three more important than usual during coronavirus, immunity…",19,10,9,3,"['#coronavirus,']",1,1,0
225,: Premier Doug Ford says he would prefer parents not take their children trick or treating this Halloween as the province s…,19,10,9,3,[],0,1,0
226,"Diet, exercise and sleep nourish your immune system -- all three more important than usual during coronavirus, imm… ",19,10,9,3,"['#coronavirus,']",1,0,1
227,": Right Now On Fired Up "" Cool Down"" Hosted by 
HockeyTwitter hockey  gxtnetwork np…",19,10,9,3,"['#HockeyTwitter', '#hockey', '#gxtnetwork', '#np…']",4,3,0
228,_rocks_: There are so many health issues that people who had Coronavirus are going to face in the future. Healthcare has to be the…,19,10,9,3,[],0,1,0
229,": Here's the link for the complete article.
",19,10,9,3,[],0,1,1
230,_rocks_: There are so many health issues that people who had Coronavirus are going to face in the future. Healthcare has to be the…,19,10,9,3,[],0,1,0
231,: Premier Doug Ford says he would prefer parents not take their children trick or treating this Halloween as the province s…,19,10,9,3,[],0,1,0
232,: House Speaker Nancy Pelosi rounds on Trump at news conference just now amid revelations he misled the country on the threat…,19,10,9,3,[],0,1,0
