,text,hour,day,month,dayofweek,hashtags,hashtag_counts,user_counts,url_counts
34,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
35,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
36,": Preach,  ",23,10,9,3,[],0,2,1
37,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
38,  ....ummm...and the foul that was the exact same against the Raptors?,23,10,9,3,[],0,2,0
39,": The Legend of Kyle Lowry 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm

WeTheNorth ",23,10,9,3,['#WeTheNorth'],1,1,1
40,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
41,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
42,  Play good and I won’t talk shit simple he’s been garbage since the bubble and I have to hold him accountable for it.,23,10,9,3,[],0,2,0
43,: Welcome to the 6ix where if we’re not all flighting for no reason we’re actually celebrating all fucking together cuz that…,23,10,9,3,[],0,1,0
44,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
45,1050: A reminder that the Raptors got Norman Powell and OG Anunoby for Greivis Vazquez.,23,10,9,3,[],0,1,0
46,@_rallycap: Kyle Lowry dragging the Raptors to game 7 ,23,10,9,3,[],0,1,1
47,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
48,2Sus  I really hope the raps repeat but heat and lakers would be nutz too.,23,10,9,3,[],0,2,0
49,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
50,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
51,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
52,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
53, 843   Doesn't matter if that was a foul. They missed plenty of cal… ,23,10,9,3,[],0,4,1
54,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
55,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
56,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
57,If the Raptors can pull off the Game 7 win - coach Nurse will be forever remembered for that gangster move in the corner. WeTheNorth,23,10,9,3,"['#Raptors', '#WeTheNorth']",2,0,0
58,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
59,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
60,843    And the 30 calls missed on the raptors should have ended the… ,23,10,9,3,[],0,4,1
61,_raptors  712 Tell that to the 1 seed raps that got swept by Lebron. Its a talent disparity and a mismatch,23,10,9,3,[],0,3,0
62,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
63,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
64,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
65,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
66,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
67,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
68,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
69,2Sus  Heat vs lakers my guess,23,10,9,3,[],0,2,0
70,1050: A reminder that the Raptors got Norman Powell and OG Anunoby for Greivis Vazquez.,23,10,9,3,[],0,1,0
71,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
72,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
73," 7 I’m half white I can say what I want. Also, there isn’t anything wrong with my statement. A… ",23,10,9,3,[],0,2,1
74,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
75,: PLAYOFF POWELL. See you in Game 7 WeTheNorth,23,10,9,3,['#WeTheNorth'],1,1,0
76,"Dear grandmother, mothers, fathers, grandfathers, uncles, aunts, nieces, nephews, brothers, sisters of Toronto, Let… ",23,10,9,3,[],0,0,1
77,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
78,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
79,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
80,": Game 7 - Lowry, Powell Lead Raptors to Improbable Game 6 Victory Over Celtics NBA wethenorth raptors NBAPlayoffs
https:/…",23,10,9,3,"['#NBA', '#wethenorth', '#raptors', '#NBAPlayoffs']",4,1,0
81,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
82,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
83,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
84,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
85,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
86,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
87,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
88,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
89,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
90,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
91,": Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them something special…",23,10,9,3,[],0,1,0
92,"Even though you can’t be with them our players feel your support from all around the globe.

Let’s send them someth… ",23,10,9,3,[],0,0,1
93,: A new yearly tradition of Stephen A. Smith eating crow when it comes to the Toronto Raptors. ,23,10,9,3,[],0,1,1
94,: A new yearly tradition of Stephen A. Smith eating crow when it comes to the Toronto Raptors. ,23,10,9,3,[],0,1,1
95,: Can we talk about my  for a second thoooo 😭🔥🔥🔥,23,10,9,3,[],0,2,0
96,": This was, without a doubt, one of the greatest games in Raptors history. We are all spoiled for having Kyle Lowry",23,10,9,3,[],0,1,0
97,: COLD BLOODED ,23,10,9,3,[],0,1,1
98,The Raptors game is at NINE O’CLOCK tomorrow??,23,10,9,3,[],0,0,0
99,: Okay going to sleep ...with a smile ...cause those damn beautiful Raptors got that game 6 and we now on to Game 7!!!! WeTh…,23,10,9,3,"['#Raptors', '#WeTh…']",2,1,0
100,*bodmon ,23,10,9,3,[],0,0,1
101,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
102,"1050: For years, there's been a rivalry brewing between the Raptors and Celtics. They just needed something to ignite that spark.…",23,10,9,3,[],0,1,0
103,: A new yearly tradition of Stephen A. Smith eating crow when it comes to the Toronto Raptors. ,23,10,9,3,[],0,1,1
104,: No Raptor is wearing 7 again.,23,10,9,3,['#7'],1,1,0
105,"1050: For years, there's been a rivalry brewing between the Raptors and Celtics. They just needed something to ignite that spark.…",23,10,9,3,[],0,1,0
106,"For years, there's been a rivalry brewing between the Raptors and Celtics. They just needed something to ignite tha… ",23,10,9,3,[],0,0,1
107,": This guy's Nonna just blessed Siakam.
Watch out Game 7 breakout 💪📿🙏➕
Raptors
WeTheNorth
NBAPlayoffs
WholeNewGame ",23,10,9,3,"['#Raptors', '#WeTheNorth', '#NBAPlayoffs', '#WholeNewGame']",4,1,0
108,"School, Queen’s Plate, Raptors, NFL, NHL.......wemadeit smallvictories pfocovid ",23,10,9,3,"['#smallvictories', '#pfocovid']",2,0,1
109,"The Raptors mascot is based off an animal so old, it was around when the Leafs last won the Stanley Cup.",23,10,9,3,[],0,0,0
110,  100%! Best team to watch. All heart.,23,10,9,3,[],0,2,0
111,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
112,"📈 1 Trending at NBA
Emotions boil over after Raptors' wild double-OT Game 6 win

By Sekou… ",23,10,9,3,['#1'],1,0,2
113,"24: Lowry and Toronto Raptors force Game 7 with double-overtime thriller
",23,10,9,3,[],0,1,2
114,"1050: Leonard in the Raptors' season-saving 2OT Game 3 win vs MIL last year: 52 mins, 36 pts, 11-25 FG, 2-4 3P, 12-13 FT, 9 reb, 5…",23,10,9,3,[],0,1,0
115,_lebron: the raptors somehow finding their way to a game 7: ,23,10,9,3,[],0,1,1
116,Evenly matched Raptors and Celtics set for intense winner-take-all Game 7 /via … ,23,10,9,3,[],0,1,1
117,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
118,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
119,"26 _Appleby   7 Hey Leo don’t change the way you call the Raptor games ,you call… ",23,10,9,3,[],0,5,1
120,   U look amazing,23,10,9,3,[],0,3,0
121,Reply to this tweet if you are NOT a bandwagon raptors fan,23,10,9,3,[],0,0,0
122,_Burner  Wow unbelievable. Brad Stevens should be fined and suspended for stepping onto the court. Very… ,23,10,9,3,[],0,2,1
123,  It's hard to hear them yes,23,10,9,3,[],0,2,0
124,": Pascal: 54 minutes
Kyle: 53 minutes
Fred: 50 minutes
OG: 49 minutes 

""Coach believes in us and what we do"" ",23,10,9,3,[],0,1,1
125,If anyone sees this man before Game 7 tomorrow please contact the Toronto Raptors... he is often found far far away… ,23,10,9,3,[],0,0,1
126,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
127,": The Legend of Kyle Lowry 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm

WeTheNorth ",23,10,9,3,['#WeTheNorth'],1,1,1
128,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
129,": Toronto Raptors did many things wrong, but still managed to force a Game 7 /via  ",23,10,9,3,[],0,3,1
130,_Seixeiro: Pascal Siakam and Marc Gasol are taking a lot of heat right now. It's warranted. But also keep in mind the Raptors don't…,23,10,9,3,[],0,1,0
131,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
132,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
133,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
134,"Toronto Raptors did many things wrong, but still managed to force a Game 7 /via … ",23,10,9,3,[],0,1,1
135,Tomorrow is Raptors Day!  Wear your Raptors jersey or colours!  It’s Game 7!  Raptors Nation is alive at St Gregory… ,23,10,9,3,[],0,0,1
136,  I guess it's their choice then. Idk,23,10,9,3,[],0,2,0
137,  shut up. i see you under every tweet complaining about siakam. his defense was a huge part of the Game 6 win,23,10,9,3,[],0,2,0
138,: All I’m saying is I have my Guyana flag ready for the Raptors parade,23,10,9,3,[],0,1,0
139,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
140,  They might get fined by the NBA for not adhering to their policies,23,10,9,3,[],0,2,0
141,   Beauty!,23,10,9,3,[],0,3,0
142,The Boston Celtics and Toronto Raptors are almost the opposite of the Bruins and Leafs. Don't get me wrong I picked… ,23,10,9,3,[],0,0,1
143,": Raptors bounce back and force GAME 7! 

WeTheNorth NBA ",23,10,9,3,"['#WeTheNorth', '#NBA']",2,1,1
144,  Nurse need to stop double teaming cause it always leaves the corner man ope and they kill the… ,23,10,9,3,[],0,2,1
145,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
146,  Can you please ad a Raptors logo on this new sign please they deserve to have it on the n… ,23,10,9,3,['#Raptors'],1,2,1
147,: Why do white raptors media members always throw shots at raptors fans? They are so weird,23,10,9,3,[],0,1,0
148,1050: Raptors-Celtics Game 7 will tip at 9:00pm ET on Friday. You'll wanna watch it.,23,10,9,3,[],0,1,0
149,All I’m saying is I have my Guyana flag ready for the Raptors parade,23,10,9,3,[],0,0,0
150,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
151,_lebron: the raptors somehow finding their way to a game 7: ,23,10,9,3,[],0,1,1
152,"dodgers 32-12
raptors going to game 7
dal vgk 1-1
vikings 0-0",23,10,9,3,[],0,0,0
153,"1050: Leonard in the Raptors' season-saving 2OT Game 3 win vs MIL last year: 52 mins, 36 pts, 11-25 FG, 2-4 3P, 12-13 FT, 9 reb, 5…",23,10,9,3,[],0,1,0
154, Game 7s gonna be insane ! ,23,10,9,3,[],0,1,1
155,: i needa make a list of just raptors fans tbh,23,10,9,3,[],0,1,0
156,: Sad to report that they’re building a condo on top of the Toronto Raptors ,23,10,9,3,[],0,1,1
157,_lebron: the raptors somehow finding their way to a game 7: ,23,10,9,3,[],0,1,1
158,: A new yearly tradition of Stephen A. Smith eating crow when it comes to the Toronto Raptors. ,23,10,9,3,[],0,1,1
159,"scott foster reffing game 7?

gg raptors it was a fun series. NBA is getting that LAL vs BOS final.",23,10,9,3,[],0,0,0
160,"That's every  game, try to tune in more often... ",23,10,9,3,[],0,1,1
161,": The Legend of Kyle Lowry 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm

WeTheNorth ",23,10,9,3,['#WeTheNorth'],1,1,1
162,": Open letter to Toronto, Canada &amp; basketball fans everywhere. 7  toronto (click the picture) WeTheNorth h…",23,10,9,3,"['#toronto', '#WeTheNorth']",2,3,0
163,": Raptors fans fairly criticize their players when it’s warranted. 

Celtics fans write diss tracks about the opposing head…",23,10,9,3,[],0,1,0
164,Let's spread the word to wear Raptors red and black 🏀 ,23,10,9,3,[],0,0,1
165,": This guy's Nonna just blessed Siakam.
Watch out Game 7 breakout 💪📿🙏➕
Raptors
WeTheNorth
NBAPlayoffs
WholeNewGame ",23,10,9,3,"['#Raptors', '#WeTheNorth', '#NBAPlayoffs', '#WholeNewGame']",4,1,0
166,  How will the trainers get the Raps legs back on short notice after a long game?,23,10,9,3,[],0,2,0
167,": ""It was amazing:""  speaks to the  and Toronto fans after the team forced a Game 7 in one of the most i…",23,10,9,3,['#Toronto'],1,3,0
168,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
169, Can I send a message for Siakam to wake tf up and stop shooting stupid ass shots?,23,10,9,3,[],0,1,0
170,_Seixeiro: I can't stop thinking about last night's Raptors game.,23,10,9,3,[],0,1,0
171,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
172,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
173,": Raptors fans fairly criticize their players when it’s warranted. 

Celtics fans write diss tracks about the opposing head…",23,10,9,3,[],0,1,0
174,": The Legend of Kyle Lowry 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm

WeTheNorth ",23,10,9,3,['#WeTheNorth'],1,1,1
175,1050: A reminder that the Raptors got Norman Powell and OG Anunoby for Greivis Vazquez.,23,10,9,3,[],0,1,0
176,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
177,: Jurassic  park last night.  This game &amp;  bringing communities together 🏀 Everyone belongs.  My heart…,23,10,9,3,[],0,3,0
178,": “Making big plays, giving up his body for the team, taking charges out on the floor, we need that. He's (Kyle) our leader. We…",23,10,9,3,[],0,1,0
179,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
180,: 100% PURE ,23,10,9,3,[],0,1,1
181,Video: The Celtics 'Furious' with Raptors Coach Nick Nurse.  Furious. ,23,10,9,3,[],0,0,1
182,  Is it a confidence thing or is Pascal injured maybe? What’s wrong with his offence?,23,10,9,3,[],0,2,0
183,_  7 7 Bless,23,10,9,3,[],0,4,0
184,_Seixeiro: I can't stop thinking about last night's Raptors game.,23,10,9,3,[],0,1,0
185,I think the  should gather and watch fan videos and reactions from last years game 7 W to boost their moral… ,23,10,9,3,[],0,1,1
186,"Never forget. Raptors WeTheNorth   3dScott 
",23,10,9,3,"['#Raptors', '#WeTheNorth']",2,3,1
187,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
188,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
189, Has he never heard of the Raptors?,23,10,9,3,[],0,1,0
190,  Why are you wearing a suit to watch basketball? This seems like you are pandering for votes.,23,10,9,3,[],0,2,0
191,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
192,1hunnit: Reminder that the Celtics have shot 18 more free throws &amp; committed 12 less fouls than the Raptors this series. ,23,10,9,3,[],0,1,0
193,": Raptors fans fairly criticize their players when it’s warranted. 

Celtics fans write diss tracks about the opposing head…",23,10,9,3,[],0,1,0
194,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
195,: Positive vibes ONLY. WeTheNorth ,23,10,9,3,['#WeTheNorth'],1,1,1
196,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
197,: Handled our business. WeTheNorth ,23,10,9,3,['#WeTheNorth'],1,1,1
198,Honestly we don’t get kawhi without him tho. Raptors were playing chess not checkers,23,10,9,3,[],0,0,0
199,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
200,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
201,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
202,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
203,"  AskJack who do you expect to come out swinging, been a silent lamb in the last few games?",23,10,9,3,['#AskJack'],1,2,0
204,"_Heroux: Life update. 

Bought a new plant. But also a new condo. (First home) 

The plants 🌱 and I are on the move. Time to put d…",23,10,9,3,[],0,1,0
205,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
206,Fuc Raptors &amp; Nick Nurse if they don’t win tomorrow they not beating Tatum for 10 years LOOOOOOOL,23,10,9,3,[],0,0,0
207,  AskJack should the Raps focus more on the easier 2 and slow down the 3 point attempts if they're not falling?,23,10,9,3,['#AskJack'],1,2,0
208,: COLD BLOODED ,23,10,9,3,[],0,1,1
209,": How can one not respect Kyle Lowry? WeTheNorth 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm ",23,10,9,3,['#WeTheNorth'],1,1,1
210,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
211, 200019  I’m a raptor fan?? Also Celtics and raptors would shit on the Lakers in 5 max 6😂,23,10,9,3,[],0,3,0
212,_Seixeiro: I can't stop thinking about last night's Raptors game.,23,10,9,3,[],0,1,0
213,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
214,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
215,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
216,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
217,1050: A reminder that the Raptors got Norman Powell and OG Anunoby for Greivis Vazquez.,23,10,9,3,[],0,1,0
218,": Heart of a Champion 

Open Gym: Moment presented by  ",23,10,9,3,[],0,2,1
219,": GAME 6 LOWRY

31P | 7R | 4A | 2S ",23,10,9,3,[],0,1,1
220,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
221,: Raptors can never just slap a team start to finish...always drama dis heart attack dat,23,10,9,3,[],0,1,0
222,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
223,Great game and teamwork Raptors from...,23,10,9,3,['#Raptors'],1,0,1
224,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
225,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
226,": Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,2,1
227,"Big day tomorrow so you must have some big questions for Jacko.

Tweet your Q's using AskJack |  ",23,10,9,3,['#AskJack'],1,1,1
228,"ICYMI: Looking for a place in Mississauga to watch the  take on the  in game 7? NBAPlayoffs NBA
",23,10,9,3,"['#Mississauga', '#NBAPlayoffs', '#NBA']",3,2,1
229,": Recorded a podcast today with 22Shep and Andy Rautins. All kinds of basketball talk. Gonna drop on Friday, just in time…",23,10,9,3,[],0,2,0
230,": The Legend of Kyle Lowry 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm

WeTheNorth ",22,10,9,3,['#WeTheNorth'],1,1,1
231,"Recorded a podcast today with 22Shep and Andy Rautins. All kinds of basketball talk. Gonna drop on Friday, just i… ",22,10,9,3,[],0,1,1
232, The officiating is so against the raptors.,22,10,9,3,[],0,1,0
233,": Heart of a Champion 

Open Gym: Moment presented by  ",22,10,9,3,[],0,2,1
234,2ksBurner  Guns are used for a variety of things?? What if the announcers say the Raptors are dro… ,22,10,9,3,[],0,2,1
235,"Let's get this trending  fans.  When 7 comes back from the  bubble, when he comes back home to… ",22,10,9,3,[],0,3,1
236,"If the Celtics lose to the raptors they just lost to a bunch of late first round, second round, and undrafted, g leaguers lol.",22,10,9,3,[],0,0,0
237,": The Legend of Kyle Lowry 

53 Mins | 33 Pts | 8 Reb | 6 Ast | 6 3pm

WeTheNorth ",22,10,9,3,['#WeTheNorth'],1,1,1
238,For those who can't get enough KyleLowry info you can read what youngest kid wrote about the Raptors star. ,22,10,9,3,"['#KyleLowry', '#Raptors']",2,0,1
239, But when the raptors win in double overtime we’re both bawling and balling,22,10,9,3,[],0,1,0
